12181	17550
6843	13367
9278	14863
16290	28821
8790	14768
5553	10712
26576	26811
4412	9646
15834	23693
2746	8038
1481	5773
19847	29429
36823	23030
20495	27519
13595	19179
6063	11305
3107	8268
13902	18288
7756	13630
9984	18173
3080	9603
21539	25068
36184	27485
20764	26908
13069	18554
68	1081
11806	17215
1975	6106
25981	29572
2615	7576
10785	16117
6642	12172
6844	12541
36707	23745
2244	6926
2234	7111
27247	25348
1768	5975
33716	27189
32747	21207
25411	24252
897	3100
23666	29077
14873	22294
1203	3688
327	1376
10178	16202
7416	13262
184	1325
1671	5923
3336	10702
33025	28981
7580	13451
8028	13833
3217	8417
5723	11792
8104	14120
14126	19855
843	2028
2000	6119
6274	11732
11476	16830
2523	7389
32909	29443
1736	5962
2991	8112
31237	30952
20123	31220
28464	20808
1229	3824
253	1271
33025	26535
35791	25294
37109	34508
31557	28628
5166	10330
8014	13818
12345	18318
15511	22528
8464	14228
15020	29513
4563	9771
35068	27799
6691	14337
13520	19069
6026	11116
29647	26464
20346	24354
31500	22866
81	1113
2704	7614
4806	9985
33786	22528
13262	18808
32777	21887
19510	23806
2899	7615
8058	14062
26393	24804
3039	8329
91	1138
3091	8088
30444	25904
11534	16651
2391	7123
33395	21852
2001	6119
20583	30125
273	1791
6628	13078
31558	28891
13466	19257
3040	8476
36876	22408
16448	22016
2863	8194
32343	25672
8634	13640
3211	8244
5483	10616
6573	12266
3559	8813
5817	10969
562	1648
8302	14060
18207	28085
9485	15040
831	2033
5405	10552
3773	9091
35953	26124
20648	25435
12102	18288
8259	13966
25705	25556
2238	15043
22404	30770
13649	19135
3487	8578
3124	7950
5104	10444
7305	13082
34016	24694
33346	28147
8609	14391
880	3075
37114	34518
597	1694
7874	13728
7305	13163
34299	28331
7236	13058
29841	25165
11487	17387
12931	18415
11361	16707
6967	11485
31556	28631
6967	12698
31038	26116
3930	8761
18588	26739
3113	8141
7790	13681
1659	5915
1201	3711
13032	18430
25899	25335
6596	12172
11199	16557
24935	22079
31976	27301
15892	26254
238	1244
17666	23920
29215	28370
14570	20563
7416	13497
8219	14021
1907	6058
6072	10507
34733	27327
1352	5463
7508	13379
7617	13552
25294	23150
27613	22363
2461	7217
9627	15098
3751	10042
18206	22082
28336	21537
10187	15863
34736	27328
21026	26819
5718	10941
33115	22174
2049	6137
6816	12506
32401	25120
2843	7852
1932	6072
7360	13132
17541	23854
20441	25371
12102	19451
22222	26467
10433	15755
822	2014
15471	23217
16399	24749
2248	6882
326	1437
2191	5696
28841	26876
335	1377
4946	10896
33261	31090
1853	6031
7078	12774
22607	29822
15898	30347
3942	9137
25802	22595
4042	9195
7367	13184
2514	7321
16176	30632
1038	3271
7799	13768
11974	17369
1534	5886
10076	17613
3259	8316
7078	13139
419	1506
1719	5957
7109	13159
5496	12004
2526	7659
2413	7186
32498	24691
22863	20883
34429	25946
31807	30406
6967	11350
11298	16619
30531	21694
1063	3300
9586	15147
2250	6908
33287	27991
5289	10087
36916	26961
27416	22364
15398	22652
6256	11682
9674	16050
1798	6004
9154	14829
20679	24223
7281	13132
25732	27960
7206	13084
3577	7884
7416	13380
9422	14950
9938	15623
31970	28737
4062	9713
37	1115
109	1108
15527	24765
1269	3864
8653	14434
2394	7126
22024	27167
3967	9169
7358	8714
818	2003
10544	15957
3514	9009
22716	23615
8856	14596
11883	17312
19206	23646
16461	24899
258	1256
34732	28615
32118	27593
1258	3835
429	1526
19847	29428
5629	8146
34734	26611
5264	9597
3583	10457
